Tarih,NoktaId,NoktaTanimi,ParametreAdi,Birim,Deger,Standart
26.02.2025,68,A.Hatboyu Cd. İle 545 Sok.. Kvs. Akıncılar,Nitrit (NO₂),mg/L,<0.13,"0,5"
26.02.2025,69,5777 İle 5780 Sok. Kvs. U. Mumcu,Klorür (Cl⁻),mg/L,37,250
26.02.2025,69,5777 İle 5780 Sok. Kvs. U. Mumcu,Oksitlenebilirlik,mg/L O2,0.4,5
26.02.2025,69,5777 İle 5780 Sok. Kvs. U. Mumcu,Alüminyum (Al),µg/L,4.77,200
26.02.2025,69,5777 İle 5780 Sok. Kvs. U. Mumcu,Arsenik (As),µg/L,0.60,10
26.02.2025,69,5777 İle 5780 Sok. Kvs. U. Mumcu,Koliform Bakteri, ,0,0
26.02.2025,69,5777 İle 5780 Sok. Kvs. U. Mumcu,Koliform Bakteri, ,0,0
26.02.2025,69,5777 İle 5780 Sok. Kvs. U. Mumcu,C.perfringens,Sayı/100 ml,0,0
26.02.2025,69,5777 İle 5780 Sok. Kvs. U. Mumcu,C.perfringens,Sayı/100 ml,0,0
26.02.2025,69,5777 İle 5780 Sok. Kvs. U. Mumcu,İletkenlik,µS/cm,417 (25 °C),2500
26.02.2025,69,5777 İle 5780 Sok. Kvs. U. Mumcu,Tuzluluk,%0,0,---
26.02.2025,69,5777 İle 5780 Sok. Kvs. U. Mumcu,Nitrit (NO₂),mg/L,<0.13,"0,5"
26.02.2025,69,5777 İle 5780 Sok. Kvs. U. Mumcu,Renk, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,69,5777 İle 5780 Sok. Kvs. U. Mumcu,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
26.02.2025,69,5777 İle 5780 Sok. Kvs. U. Mumcu,Tat, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,69,5777 İle 5780 Sok. Kvs. U. Mumcu,E.coli,Sayı/100 ml,0,0
26.02.2025,69,5777 İle 5780 Sok. Kvs. U. Mumcu,E.coli,Sayı/100 ml,0,0
26.02.2025,69,5777 İle 5780 Sok. Kvs. U. Mumcu,Toplam sertlik,Fr,20,---
26.02.2025,69,5777 İle 5780 Sok. Kvs. U. Mumcu,Demir (Fe),µg/L,86.75,200
26.02.2025,69,5777 İle 5780 Sok. Kvs. U. Mumcu,Bulanıklık, ,0.4,Tüketicilerce Kabul Edilebilir
26.02.2025,69,5777 İle 5780 Sok. Kvs. U. Mumcu,Koku, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,69,5777 İle 5780 Sok. Kvs. U. Mumcu,pH, ,7.6 (20 °C),"6,5-9,5"
26.02.2025,70,4969 Sok. No:2/A Çamlık,Klorür (Cl⁻),mg/L,36,250
26.02.2025,70,4969 Sok. No:2/A Çamlık,Koliform Bakteri, ,0,0
26.02.2025,70,4969 Sok. No:2/A Çamlık,Koliform Bakteri, ,0,0
26.02.2025,70,4969 Sok. No:2/A Çamlık,İletkenlik,µS/cm,413 (25 °C),2500
26.02.2025,70,4969 Sok. No:2/A Çamlık,Tuzluluk,%0,0,---
26.02.2025,70,4969 Sok. No:2/A Çamlık,Arsenik (As),µg/L,0.62,10
26.02.2025,70,4969 Sok. No:2/A Çamlık,Renk, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,70,4969 Sok. No:2/A Çamlık,Tat, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,70,4969 Sok. No:2/A Çamlık,E.coli,Sayı/100 ml,0,0
26.02.2025,70,4969 Sok. No:2/A Çamlık,E.coli,Sayı/100 ml,0,0
26.02.2025,70,4969 Sok. No:2/A Çamlık,Oksitlenebilirlik,mg/L O2,0.4,5
26.02.2025,70,4969 Sok. No:2/A Çamlık,C.perfringens,Sayı/100 ml,0,0
26.02.2025,70,4969 Sok. No:2/A Çamlık,C.perfringens,Sayı/100 ml,0,0
26.02.2025,70,4969 Sok. No:2/A Çamlık,Bulanıklık, ,0.4,Tüketicilerce Kabul Edilebilir
26.02.2025,70,4969 Sok. No:2/A Çamlık,Nitrit (NO₂),mg/L,<0.13,"0,5"
26.02.2025,70,4969 Sok. No:2/A Çamlık,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
26.02.2025,70,4969 Sok. No:2/A Çamlık,pH, ,7.6 (20 °C),"6,5-9,5"
26.02.2025,70,4969 Sok. No:2/A Çamlık,Toplam sertlik,Fr,20,---
26.02.2025,70,4969 Sok. No:2/A Çamlık,Demir (Fe),µg/L,80.84,200
26.02.2025,70,4969 Sok. No:2/A Çamlık,Koku, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,70,4969 Sok. No:2/A Çamlık,Alüminyum (Al),µg/L,4.31,200
26.02.2025,71,Altan Aydin İle 4165 Sok.. Kvs Aktepe,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
26.02.2025,71,Altan Aydin İle 4165 Sok.. Kvs Aktepe,Bulanıklık, ,0.4,Tüketicilerce Kabul Edilebilir
26.02.2025,71,Altan Aydin İle 4165 Sok.. Kvs Aktepe,Klorür (Cl⁻),mg/L,37,250
26.02.2025,71,Altan Aydin İle 4165 Sok.. Kvs Aktepe,Koku, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,71,Altan Aydin İle 4165 Sok.. Kvs Aktepe,Koliform Bakteri, ,0,0
26.02.2025,71,Altan Aydin İle 4165 Sok.. Kvs Aktepe,Koliform Bakteri, ,0,0
26.02.2025,71,Altan Aydin İle 4165 Sok.. Kvs Aktepe,E.coli,Sayı/100 ml,0,0
26.02.2025,71,Altan Aydin İle 4165 Sok.. Kvs Aktepe,E.coli,Sayı/100 ml,0,0
26.02.2025,71,Altan Aydin İle 4165 Sok.. Kvs Aktepe,pH, ,7.6 (20 °C),"6,5-9,5"
26.02.2025,71,Altan Aydin İle 4165 Sok.. Kvs Aktepe,Tuzluluk,%0,0,---
26.02.2025,71,Altan Aydin İle 4165 Sok.. Kvs Aktepe,Toplam sertlik,Fr,20,---
26.02.2025,71,Altan Aydin İle 4165 Sok.. Kvs Aktepe,Demir (Fe),µg/L,71.14,200
26.02.2025,71,Altan Aydin İle 4165 Sok.. Kvs Aktepe,Renk, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,71,Altan Aydin İle 4165 Sok.. Kvs Aktepe,C.perfringens,Sayı/100 ml,0,0
26.02.2025,71,Altan Aydin İle 4165 Sok.. Kvs Aktepe,C.perfringens,Sayı/100 ml,0,0
26.02.2025,71,Altan Aydin İle 4165 Sok.. Kvs Aktepe,Nitrit (NO₂),mg/L,<0.13,"0,5"
26.02.2025,71,Altan Aydin İle 4165 Sok.. Kvs Aktepe,İletkenlik,µS/cm,413 (25 °C),2500
26.02.2025,71,Altan Aydin İle 4165 Sok.. Kvs Aktepe,Tat, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,71,Altan Aydin İle 4165 Sok.. Kvs Aktepe,Arsenik (As),µg/L,0.64,10
26.02.2025,71,Altan Aydin İle 4165 Sok.. Kvs Aktepe,Oksitlenebilirlik,mg/L O2,0.4,5
26.02.2025,71,Altan Aydin İle 4165 Sok.. Kvs Aktepe,Alüminyum (Al),µg/L,4.48,200
26.02.2025,72,Kahramanlar Cd. No:2 H. Bayram Camii,İletkenlik,µS/cm,414 (25 °C),2500
26.02.2025,72,Kahramanlar Cd. No:2 H. Bayram Camii,Tuzluluk,%0,0,---
26.02.2025,72,Kahramanlar Cd. No:2 H. Bayram Camii,Toplam sertlik,Fr,20,---
26.02.2025,72,Kahramanlar Cd. No:2 H. Bayram Camii,Alüminyum (Al),µg/L,5.13,200
26.02.2025,72,Kahramanlar Cd. No:2 H. Bayram Camii,Renk, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,72,Kahramanlar Cd. No:2 H. Bayram Camii,Tat, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,72,Kahramanlar Cd. No:2 H. Bayram Camii,E.coli,Sayı/100 ml,0,0
26.02.2025,72,Kahramanlar Cd. No:2 H. Bayram Camii,E.coli,Sayı/100 ml,0,0
26.02.2025,72,Kahramanlar Cd. No:2 H. Bayram Camii,C.perfringens,Sayı/100 ml,0,0
26.02.2025,72,Kahramanlar Cd. No:2 H. Bayram Camii,C.perfringens,Sayı/100 ml,0,0
26.02.2025,72,Kahramanlar Cd. No:2 H. Bayram Camii,Nitrit (NO₂),mg/L,<0.13,"0,5"
26.02.2025,72,Kahramanlar Cd. No:2 H. Bayram Camii,Arsenik (As),µg/L,0.62,10
26.02.2025,72,Kahramanlar Cd. No:2 H. Bayram Camii,Koku, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,72,Kahramanlar Cd. No:2 H. Bayram Camii,Koliform Bakteri, ,0,0
26.02.2025,72,Kahramanlar Cd. No:2 H. Bayram Camii,Koliform Bakteri, ,0,0
26.02.2025,72,Kahramanlar Cd. No:2 H. Bayram Camii,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
26.02.2025,72,Kahramanlar Cd. No:2 H. Bayram Camii,Bulanıklık, ,0.4,Tüketicilerce Kabul Edilebilir
26.02.2025,72,Kahramanlar Cd. No:2 H. Bayram Camii,Demir (Fe),µg/L,100.8,200
26.02.2025,72,Kahramanlar Cd. No:2 H. Bayram Camii,pH, ,7.6 (20 °C),"6,5-9,5"
26.02.2025,72,Kahramanlar Cd. No:2 H. Bayram Camii,Klorür (Cl⁻),mg/L,38,250
26.02.2025,72,Kahramanlar Cd. No:2 H. Bayram Camii,Oksitlenebilirlik,mg/L O2,0.4,5
26.02.2025,73,514 Sok.. No:3/A Beyazevler,Klorür (Cl⁻),mg/L,37,250
26.02.2025,73,514 Sok.. No:3/A Beyazevler,Nitrit (NO₂),mg/L,<0.13,"0,5"
26.02.2025,73,514 Sok.. No:3/A Beyazevler,Alüminyum (Al),µg/L,4.82,200
26.02.2025,73,514 Sok.. No:3/A Beyazevler,İletkenlik,µS/cm,412 (25 °C),2500
26.02.2025,73,514 Sok.. No:3/A Beyazevler,Oksitlenebilirlik,mg/L O2,0.4,5
26.02.2025,73,514 Sok.. No:3/A Beyazevler,C.perfringens,Sayı/100 ml,0,0
26.02.2025,73,514 Sok.. No:3/A Beyazevler,C.perfringens,Sayı/100 ml,0,0
26.02.2025,73,514 Sok.. No:3/A Beyazevler,Demir (Fe),µg/L,101.3,200
26.02.2025,73,514 Sok.. No:3/A Beyazevler,Koku, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,73,514 Sok.. No:3/A Beyazevler,E.coli,Sayı/100 ml,0,0
26.02.2025,73,514 Sok.. No:3/A Beyazevler,E.coli,Sayı/100 ml,0,0
26.02.2025,73,514 Sok.. No:3/A Beyazevler,Renk, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,73,514 Sok.. No:3/A Beyazevler,Tat, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,73,514 Sok.. No:3/A Beyazevler,Koliform Bakteri, ,0,0
26.02.2025,73,514 Sok.. No:3/A Beyazevler,Koliform Bakteri, ,0,0
26.02.2025,73,514 Sok.. No:3/A Beyazevler,pH, ,7.6 (20 °C),"6,5-9,5"
26.02.2025,73,514 Sok.. No:3/A Beyazevler,Tuzluluk,%0,0,---
26.02.2025,73,514 Sok.. No:3/A Beyazevler,Bulanıklık, ,0.4,Tüketicilerce Kabul Edilebilir
26.02.2025,73,514 Sok.. No:3/A Beyazevler,Toplam sertlik,Fr,20,---
26.02.2025,73,514 Sok.. No:3/A Beyazevler,Arsenik (As),µg/L,0.60,10
26.02.2025,73,514 Sok.. No:3/A Beyazevler,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
26.02.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,İletkenlik,µS/cm,413 (25 °C),2500
26.02.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,C.perfringens,Sayı/100 ml,0,0
26.02.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,C.perfringens,Sayı/100 ml,0,0
26.02.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Bulanıklık, ,0.4,Tüketicilerce Kabul Edilebilir
26.02.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Koliform Bakteri, ,0,0
26.02.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Koliform Bakteri, ,0,0
26.02.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,E.coli,Sayı/100 ml,0,0
26.02.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,E.coli,Sayı/100 ml,0,0
26.02.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Demir (Fe),µg/L,89.17,200
26.02.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Toplam sertlik,Fr,20,---
26.02.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Arsenik (As),µg/L,1.62,10
26.02.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Tat, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Tuzluluk,%0,0,---
26.02.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Renk, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Koku, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Oksitlenebilirlik,mg/L O2,0.4,5
26.02.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Nitrit (NO₂),mg/L,<0.13,"0,5"
26.02.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Alüminyum (Al),µg/L,5.17,200
26.02.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,pH, ,7.4 (20 °C),"6,5-9,5"
26.02.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Klorür (Cl⁻),mg/L,37,250
26.02.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
26.02.2025,75,3948/6 Sok. No:2 C.Çeşme,Nitrit (NO₂),mg/L,<0.13,"0,5"
26.02.2025,75,3948/6 Sok. No:2 C.Çeşme,Klorür (Cl⁻),mg/L,38,250
26.02.2025,75,3948/6 Sok. No:2 C.Çeşme,Oksitlenebilirlik,mg/L O2,0.4,5
26.02.2025,75,3948/6 Sok. No:2 C.Çeşme,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
26.02.2025,75,3948/6 Sok. No:2 C.Çeşme,Tat, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,75,3948/6 Sok. No:2 C.Çeşme,E.coli,Sayı/100 ml,0,0
26.02.2025,75,3948/6 Sok. No:2 C.Çeşme,E.coli,Sayı/100 ml,0,0
26.02.2025,75,3948/6 Sok. No:2 C.Çeşme,Renk, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,75,3948/6 Sok. No:2 C.Çeşme,Koliform Bakteri, ,0,0
26.02.2025,75,3948/6 Sok. No:2 C.Çeşme,Koliform Bakteri, ,0,0
26.02.2025,75,3948/6 Sok. No:2 C.Çeşme,pH, ,7.6 (20 °C),"6,5-9,5"
26.02.2025,75,3948/6 Sok. No:2 C.Çeşme,Tuzluluk,%0,0,---
26.02.2025,75,3948/6 Sok. No:2 C.Çeşme,Toplam sertlik,Fr,20,---
26.02.2025,75,3948/6 Sok. No:2 C.Çeşme,Koku, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,75,3948/6 Sok. No:2 C.Çeşme,İletkenlik,µS/cm,414 (25 °C),2500
26.02.2025,75,3948/6 Sok. No:2 C.Çeşme,Alüminyum (Al),µg/L,4.89,200
26.02.2025,75,3948/6 Sok. No:2 C.Çeşme,C.perfringens,Sayı/100 ml,0,0
26.02.2025,75,3948/6 Sok. No:2 C.Çeşme,C.perfringens,Sayı/100 ml,0,0
26.02.2025,75,3948/6 Sok. No:2 C.Çeşme,Bulanıklık, ,0.4,Tüketicilerce Kabul Edilebilir
26.02.2025,75,3948/6 Sok. No:2 C.Çeşme,Demir (Fe),µg/L,103.4,200
26.02.2025,75,3948/6 Sok. No:2 C.Çeşme,Arsenik (As),µg/L,0.62,10
26.02.2025,76,Mithatpaşa Caddesi No:479,Tat, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,76,Mithatpaşa Caddesi No:479,Tuzluluk,%0,0,---
26.02.2025,76,Mithatpaşa Caddesi No:479,Demir (Fe),µg/L,20.62,200
26.02.2025,76,Mithatpaşa Caddesi No:479,Alüminyum (Al),µg/L,7.01,200
26.02.2025,76,Mithatpaşa Caddesi No:479,Koliform Bakteri, ,0,0
26.02.2025,76,Mithatpaşa Caddesi No:479,Koliform Bakteri, ,0,0
26.02.2025,76,Mithatpaşa Caddesi No:479,E.coli,Sayı/100 ml,0,0
26.02.2025,76,Mithatpaşa Caddesi No:479,E.coli,Sayı/100 ml,0,0
26.02.2025,76,Mithatpaşa Caddesi No:479,pH, ,7.6 (20 °C),"6,5-9,5"
26.02.2025,76,Mithatpaşa Caddesi No:479,Klorür (Cl⁻),mg/L,27,250
26.02.2025,76,Mithatpaşa Caddesi No:479,Nitrit (NO₂),mg/L,<0.13,"0,5"
26.02.2025,76,Mithatpaşa Caddesi No:479,Arsenik (As),µg/L,3.10,10
26.02.2025,76,Mithatpaşa Caddesi No:479,Koku, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,76,Mithatpaşa Caddesi No:479,C.perfringens,Sayı/100 ml,0,0
26.02.2025,76,Mithatpaşa Caddesi No:479,C.perfringens,Sayı/100 ml,0,0
26.02.2025,76,Mithatpaşa Caddesi No:479,Oksitlenebilirlik,mg/L O2,0.4,5
26.02.2025,76,Mithatpaşa Caddesi No:479,Renk, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,76,Mithatpaşa Caddesi No:479,İletkenlik,µS/cm,503 (25 °C),2500
26.02.2025,76,Mithatpaşa Caddesi No:479,Toplam sertlik,Fr,28,---
26.02.2025,76,Mithatpaşa Caddesi No:479,Bulanıklık, ,0.5,Tüketicilerce Kabul Edilebilir
26.02.2025,76,Mithatpaşa Caddesi No:479,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
26.02.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Tat, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Bulanıklık, ,0.5,Tüketicilerce Kabul Edilebilir
26.02.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,İletkenlik,µS/cm,506 (25 °C),2500
26.02.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
26.02.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,C.perfringens,Sayı/100 ml,0,0
26.02.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,C.perfringens,Sayı/100 ml,0,0
26.02.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Renk, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,E.coli,Sayı/100 ml,0,0
26.02.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,E.coli,Sayı/100 ml,0,0
26.02.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,pH, ,7.6 (20 °C),"6,5-9,5"
26.02.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Nitrit (NO₂),mg/L,<0.13,"0,5"
26.02.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Toplam sertlik,Fr,28,---
26.02.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Klorür (Cl⁻),mg/L,27,250
26.02.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Oksitlenebilirlik,mg/L O2,0.4,5
26.02.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Koliform Bakteri, ,0,0
26.02.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Koliform Bakteri, ,0,0
26.02.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Tuzluluk,%0,0,---
26.02.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Arsenik (As),µg/L,0.79,10
26.02.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Koku, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Demir (Fe),µg/L,27.01,200
26.02.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Alüminyum (Al),µg/L,8.11,200
26.02.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
26.02.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Renk, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Koliform Bakteri, ,0,0
26.02.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Koliform Bakteri, ,0,0
26.02.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Bulanıklık, ,0.4,Tüketicilerce Kabul Edilebilir
26.02.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Oksitlenebilirlik,mg/L O2,0.4,5
26.02.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,E.coli,Sayı/100 ml,0,0
26.02.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,E.coli,Sayı/100 ml,0,0
26.02.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,C.perfringens,Sayı/100 ml,0,0
26.02.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,C.perfringens,Sayı/100 ml,0,0
26.02.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Demir (Fe),µg/L,82.18,200
26.02.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Alüminyum (Al),µg/L,4.79,200
26.02.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Koku, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,pH, ,7.6 (20 °C),"6,5-9,5"
26.02.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,İletkenlik,µS/cm,414 (25 °C),2500
26.02.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Arsenik (As),µg/L,0.63,10
26.02.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Tuzluluk,%0,0,---
26.02.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Klorür (Cl⁻),mg/L,37,250
26.02.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Tat, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Toplam sertlik,Fr,20,---
26.02.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Nitrit (NO₂),mg/L,<0.13,"0,5"
26.02.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
26.02.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,E.coli,Sayı/100 ml,0,0
26.02.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,E.coli,Sayı/100 ml,0,0
26.02.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,pH, ,7.4 (20 °C),"6,5-9,5"
26.02.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,C.perfringens,Sayı/100 ml,0,0
26.02.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,C.perfringens,Sayı/100 ml,0,0
26.02.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Tuzluluk,%0,0,---
26.02.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Demir (Fe),µg/L,83.14,200
26.02.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Renk, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Koliform Bakteri, ,0,0
26.02.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Koliform Bakteri, ,0,0
26.02.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Toplam sertlik,Fr,18,---
26.02.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Oksitlenebilirlik,mg/L O2,0.4,5
26.02.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Nitrit (NO₂),mg/L,<0.13,"0,5"
26.02.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Arsenik (As),µg/L,0.61,10
26.02.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Klorür (Cl⁻),mg/L,43,250
26.02.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Bulanıklık, ,0.4,Tüketicilerce Kabul Edilebilir
26.02.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Alüminyum (Al),µg/L,9.66,200
26.02.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Tat, ,0,Tüketicilerce Kabul Edilebilir
26.02.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,İletkenlik,µS/cm,340 (25 °C),2500
26.02.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Koku, ,0,Tüketicilerce Kabul Edilebilir
19.02.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Koliform Bakteri, ,0,0
19.02.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Koliform Bakteri, ,0,0
19.02.2025,2,Gaziler Cad. No:185 İtfaiye Önü,İletkenlik,µS/cm,521 (25 °C),2500
19.02.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Tuzluluk,%0,0,---
19.02.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Oksitlenebilirlik,mg/L O2,0.6,5
19.02.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Koku, ,0,Tüketicilerce Kabul Edilebilir
19.02.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Bulanıklık, ,0.3,Tüketicilerce Kabul Edilebilir
19.02.2025,2,Gaziler Cad. No:185 İtfaiye Önü,pH, ,7.3 (21 °C),"6,5-9,5"
19.02.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Renk, ,0,Tüketicilerce Kabul Edilebilir
19.02.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Toplam sertlik,Fr,31,---
19.02.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Alüminyum (Al),µg/L,3.43,200
19.02.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Tat, ,0,Tüketicilerce Kabul Edilebilir
19.02.2025,2,Gaziler Cad. No:185 İtfaiye Önü,E.coli,Sayı/100 ml,0,0
19.02.2025,2,Gaziler Cad. No:185 İtfaiye Önü,E.coli,Sayı/100 ml,0,0
19.02.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Demir (Fe),µg/L,63.46,200
19.02.2025,2,Gaziler Cad. No:185 İtfaiye Önü,C.perfringens,Sayı/100 ml,0,0
19.02.2025,2,Gaziler Cad. No:185 İtfaiye Önü,C.perfringens,Sayı/100 ml,0,0
19.02.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Klorür (Cl⁻),mg/L,24,250
19.02.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Arsenik (As),µg/L,1.79,10
19.02.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Nitrit (NO₂),mg/L,<0.13,"0,5"
19.02.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
19.02.2025,3,854 Sok No:51/A,Koku, ,0,Tüketicilerce Kabul Edilebilir
19.02.2025,3,854 Sok No:51/A,C.perfringens,Sayı/100 ml,0,0
